SUMMARY OF GPS VELOCITIES

This file gives the GPS velocities used and the fits for the model in which permanent strain rates are
allowed in 8 of the blocks.
  
* in first column indicates velocity not used in solution
SITE = Site code
SRCE = Velocity source code (see Table 1)
BLCK = Block code (see Table 3) 
POLE = Pole this site constrains
Longit. = Longitude of site
Latit. = Latitude of site
Ve = East velocity from original source
Vn = North velocity from original source
Se = East velocity sigma from original source
Sn = North velocity sigma from original source
Sne = North-East correlation from original source
Enet = East reference frame adjustment 
Nnet = North reference frame adjustment 
Eref = East velocity in NOAM reference frame
Nref = North velocity in NOAM reference frame
Eela = East velocity from elastic strain
Nela = North velocity from elastic strain
Erot = East velocity from block rotation
Nrot = North velocity from block rotation
Estr = East velocity from permanent strain rate
Nstr = North velocity from permanent strain rate
Eres = East residual velocity
Nres = North residual velocity
Vres = Total residual velocity
Vsig = Velocity uncertainty in direction of Vres
R/S = Vres / Vsig

 SITE     SRCE BLCK POLE  Longit.   Latit.     Ve     Vn     Se     Sn    Sne    Enet   Nnet   Eref   Nref   Eela   Nela   Erot   Nrot   Estr   Nstr   Eres   Nres   Vres   Vsig    R/S
 PRES     WUSC WCCR PO17  237.545   37.805  -18.6   23.7    1.2    1.5 -0.0887    0.7   -0.1  -19.3   23.8   -3.4    4.1  -16.6   22.1    0.0    0.0    0.7   -2.5    2.6    1.5    1.7
 PRIE_EDM CMM3 ANZA PO23  244.692   32.418  -18.7   27.1    2.6    3.0  0.0070    0.3   -0.1  -19.1   27.2   10.0   -7.9  -27.6   29.3    0.5    2.0   -2.0    3.8    4.3    2.9    1.5
 PROS_EDM CMM3 SALI PO16  239.250   35.472  -28.4   35.4    1.1    1.5  0.1120    0.3    0.0  -28.7   35.4    2.9    0.6  -31.5   34.5    0.0   -0.5   -0.1    0.8    0.8    1.5    0.6
 PSAR     WUSC SALT PO12  243.511   33.839   -9.2   17.6    1.4    1.3  0.0193    0.7   -0.1   -9.9   17.6    3.1   -5.4  -16.2   22.2   -0.1   -0.5    3.3    1.4    3.6    1.4    2.6
 PSAR_GPS CMM3 SALT PO12  243.511   33.839  -10.3   17.9    1.1    1.2  0.0010    0.3   -0.1  -10.6   17.9    3.1   -5.4  -16.2   22.2   -0.1   -0.5    2.6    1.7    3.1    1.2    2.7
 PSEB     WUSC ANZA PO23  242.312   34.121  -21.5   22.5    1.7    1.5  0.0668    0.7   -0.1  -22.2   22.6    3.6   -6.3  -26.3   30.9   -0.3   -1.4    0.8   -0.6    1.0    1.5    0.7
 PSEB_GPS CMM3 ANZA PO23  242.311   34.121  -23.3   22.2    1.1    1.1 -0.0490    0.3   -0.1  -23.7   22.3    3.6   -6.3  -26.3   30.9   -0.3   -1.4   -0.6   -0.9    1.1    1.1    1.0
 PSWB     WUSC WBAJ PO18  241.947   34.114  -25.6   24.1    2.6    2.9 -0.0018    0.7   -0.1  -26.2   24.2    2.2   -5.5  -27.9   30.8    0.0    0.0   -0.5   -1.1    1.2    2.9    0.4
 PSWB_GPS CMM3 WBAJ PO18  241.947   34.114  -25.4   24.2    1.3    1.6 -0.0570    0.3   -0.1  -25.7   24.2    2.2   -5.5  -27.9   30.8    0.0    0.0    0.0   -1.1    1.1    1.6    0.7
 PT65_GLA CMM3 MOJA PO11  242.932   34.454  -14.9   14.7    1.2    1.0 -0.0590    0.3   -0.1  -15.2   14.7   -2.3    2.1   -9.7   12.0   -0.5   -0.1   -2.7    0.7    2.8    1.2    2.3
 PT65_GPS CMM3 MOJA PO11  242.932   34.454  -11.0   17.0    3.7    3.1  0.0300    0.3   -0.1  -11.4   17.0   -2.3    2.1   -9.7   12.0   -0.5   -0.1    1.2    3.0    3.2    3.2    1.0
 PT_R     WUSC PACI PO02  237.063   38.104  -22.8   33.8    1.2    1.5 -0.1056    0.7   -0.1  -23.5   33.8    3.3   -4.4  -28.4   39.7    0.0    0.0    1.6   -1.4    2.1    1.4    1.5
 PTAR     JF99 PACI PO02  236.272   38.922   -1.1   -4.0    2.4    2.1  0.0130   24.1  -41.3  -25.2   37.3    3.7   -5.4  -27.7   40.2    0.0    0.0   -1.1    2.4    2.7    2.1    1.3
 PTDU     WUSC VENT PO19  241.193   34.002  -29.1   31.8    3.7    2.9 -0.1113    0.7   -0.1  -29.8   31.8    0.4   -0.3  -30.1   31.2    1.5    0.3   -1.7    0.6    1.8    3.7    0.5
 PTDU_GPS CMM3 VENT PO19  241.193   34.002  -28.2   30.4    1.5    1.2 -0.1090    0.3    0.0  -28.5   30.5    0.4   -0.3  -30.1   31.2    1.5    0.3   -0.3   -0.8    0.9    1.2    0.7
 PTHP_GPS CMM3 SALT PO12  243.701   33.714  -11.9   15.4    0.9    0.9 -0.0590    0.3   -0.1  -12.3   15.5    3.0   -6.4  -16.2   22.1    0.5   -1.1    0.4    0.8    0.9    0.9    1.0
 PTRB     BARD PACI PO02  236.981   37.996  -22.8   36.7    1.1    1.1 -0.0010    2.3    0.4  -25.1   36.3    2.4   -2.9  -28.5   39.7    0.0    0.0    1.0   -0.5    1.1    1.1    1.0
 PTRB     WUSC PACI PO02  236.981   37.996  -22.0   37.7    1.2    1.2 -0.0111    0.7   -0.1  -22.7   37.7    2.4   -2.9  -28.5   39.7    0.0    0.0    3.5    0.9    3.6    1.2    2.9
 PTRY     JF99 PACI PO02  237.063   38.104    1.8   -7.0    2.0    2.0  0.0000   22.5  -42.4  -20.7   35.4    3.3   -4.4  -28.4   39.7    0.0    0.0    4.4    0.2    4.4    2.0    2.2
 PUER_EDM CMM3 ANZA PO23  244.544   32.377  -22.2   28.0    1.4    1.3  0.2210    0.3   -0.1  -22.6   28.1    5.5   -3.8  -27.6   29.4    0.3    1.9   -0.8    0.5    0.9    1.2    0.8
 PVEP     ITRF CATA PO05  241.596   33.743  -39.6   18.4    2.2    2.4 -0.6461  -11.2  -12.7  -28.4   31.1    1.1   -4.3  -29.6   35.5    0.0    0.0    0.1   -0.1    0.1    2.9    0.0
 PVEP     WUSC CATA PO05  241.596   33.743  -29.4   32.2    0.8    0.8 -0.1003    0.7   -0.1  -30.0   32.2    1.1   -4.3  -29.6   35.5    0.0    0.0   -1.5    1.0    1.8    0.8    2.2
 PVEP_GPS CMM3 CATA PO05  241.596   33.743  -27.9   31.2    0.8    0.8 -0.0740    0.3    0.0  -28.3   31.2    1.1   -4.3  -29.6   35.5    0.0    0.0    0.2    0.0    0.2    0.8    0.3
 PVHS_GPS CMM3 CATA PO05  241.628   33.779  -27.0   29.3    1.1    1.1 -0.0370    0.3    0.0  -27.4   29.4    1.3   -4.7  -29.6   35.5    0.0    0.0    0.9   -1.5    1.7    1.2    1.5
 PVOO_GPS CMM3 CATA PO05  241.664   33.747  -25.1   33.1    1.1    1.2 -0.0240    0.3    0.0  -25.4   33.1    1.3   -4.5  -29.6   35.5    0.0    0.0    2.9    2.1    3.6    1.1    3.3
 PVRS     WUSC SANA PO08  241.679   33.774  -30.5   30.2    1.8    1.8  0.0208    0.7   -0.1  -31.2   30.3    2.7   -2.4  -31.1   32.6    0.0    0.0   -2.8    0.0    2.8    1.7    1.6
 PVRS_GPS CMM3 SANA PO08  241.679   33.774  -28.6   29.3    1.1    1.1 -0.0430    0.3    0.0  -28.9   29.3    2.7   -2.4  -31.1   32.6    0.0    0.0   -0.5   -0.9    1.1    1.1    1.0
 QHTP_GPS CMM3 MOJA PO11  241.755   34.629  -18.6   18.9    1.1    1.2 -0.0290    0.3    0.0  -19.0   19.0   -8.7    8.6   -9.9   11.6    0.2   -1.0   -0.6   -0.2    0.6    1.1    0.5
 QUEE_EDM CMM3 SMOJ PO01  243.903   34.053   -3.8    7.2    2.1    1.8 -0.2000    0.3   -0.1   -4.1    7.2   -3.0    5.2    0.0    0.0    0.0    0.0   -1.1    2.1    2.3    2.0    1.2
 QUIN     BARD SNEV PO04  239.056   39.975   -6.4    7.3    0.6    0.6 -0.0010    2.7    0.0   -9.1    7.3    0.2    0.2   -8.8    8.3    0.0    0.0   -0.4   -1.2    1.2    0.6    2.2
 QUIN     DXSN SNEV PO04  239.060   39.970   -8.3    7.1    0.8    0.6  0.0000    0.3    0.1   -8.6    7.0    0.2    0.2   -8.8    8.3    0.0    0.0    0.0   -1.5    1.5    0.6    2.5
 QUIN     JF99 SNEV PO04  239.056   39.975   16.3  -36.8    2.4    2.1  0.0080   24.4  -45.3   -8.1    8.5    0.2    0.2   -8.8    8.3    0.0    0.0    0.6    0.0    0.6    2.4    0.2
 QUIN     RB03 SNEV PO04  239.056   39.975   -6.8    8.8    0.5    0.5  0.0018    0.2   -0.4   -7.0    9.2    0.2    0.2   -8.8    8.3    0.0    0.0    1.6    0.7    1.8    0.5    3.6
 QUIN     WUSC SNEV PO04  239.056   39.975   -7.3    8.4    0.8    0.8 -0.1374    0.6   -0.1   -7.9    8.5    0.2    0.2   -8.8    8.3    0.0    0.0    0.7    0.0    0.7    0.8    0.9
 QUIN_QLT TH01 SNEV PO04  239.056   39.975   -6.7    6.4    0.8    0.5  0.0100    0.0   -0.4   -6.7    6.7    0.2    0.2   -8.8    8.3    0.0    0.0    1.9   -1.8    2.6    0.6    4.1
 R293_GPS CMM3 ANZA PO23  243.152   33.630  -21.4   26.1    1.1    1.1 -0.0430    0.3   -0.1  -21.8   26.1    4.6   -4.5  -26.6   30.4    0.0   -0.4    0.2    0.6    0.7    1.1    0.6
 RAIL     RB03 EBNR PO13  244.335   38.280   -3.3    0.0    1.1    0.9  0.1129    0.2   -0.3   -3.5    0.3   -0.1    0.4   -3.1    0.7    0.0    0.0   -0.3   -0.8    0.9    1.0    0.9
*RAIL     WUSC EBNR PO13  244.335   38.280   -4.4   -1.4    4.3    3.6  0.1109    0.7   -0.1   -5.0   -1.3   -0.1    0.4   -3.1    0.7    0.0    0.0   -1.8   -2.5    3.1    4.1    0.7
 RAIN     MC01 MOJA PO11  242.792   34.975   -7.2   10.9    0.6    0.5 -0.0470    2.2   -0.8   -9.4   11.7   -0.5   -0.8   -9.9   12.0    0.3    1.0    0.7   -0.5    0.9    0.6    1.6
 RAIN_GPS CMM3 MOJA PO11  242.793   34.975   -8.7   12.1    0.9    0.9 -0.0450    0.3   -0.1   -9.0   12.1   -0.5   -0.8   -9.9   12.0    0.3    1.0    1.1    0.0    1.1    0.9    1.2
 RANG_EDM CMM3 SALT PO12  243.175   33.844  -16.8   19.9    1.1    1.6 -0.1970    0.3   -0.1  -17.2   19.9   -0.6   -2.0  -16.3   22.2   -0.3    0.8    0.0   -1.2    1.2    1.6    0.7
 RATT_QLT TH01 WEBR PO20  241.297   39.996   -8.2    3.0    2.1    1.3 -0.0300    0.0   -0.2   -8.2    3.1    0.5   -0.1   -6.1    4.8    0.0   -0.8   -2.6   -0.8    2.7    2.0    1.4
 RAYO     WUSC WBAJ PO18  244.042   31.973  -24.3   27.3    1.9    1.9  0.0502    0.7   -0.1  -25.1   27.3    2.4    0.5  -30.9   28.5    0.0    0.0    3.4   -1.6    3.8    1.9    2.0
 RBUT     WUSC EBNR PO13  248.191   40.781   -0.8    1.6    1.1    1.0  0.0675    0.6   -0.1   -1.4    1.7    1.6   -0.3   -3.7    1.6    0.0    0.0    0.7    0.4    0.8    1.1    0.7
 RCAG_GPS CMM3 VENT PO19  240.280   34.500  -29.2   30.9    1.0    1.1 -0.0450    0.3    0.0  -29.6   31.0    0.8   -2.1  -29.6   32.1   -1.1    0.1    0.3    0.9    1.0    1.0    1.0
 RCKS_GPS CMM3 VENT PO19  241.101   34.433  -28.4   25.0    1.1    1.1 -0.0360    0.3    0.0  -28.7   25.0    2.1   -3.6  -29.5   31.3   -0.1   -2.0   -1.2   -0.7    1.4    1.1    1.3
 RCM6     WUSC NOAM PO01  279.616   25.614    0.7    0.4    0.8    0.8  0.0054    0.8    0.0   -0.1    0.4    0.0    0.0    0.0    0.0    0.0    0.0   -0.1    0.4    0.4    0.8    0.6
 RCRL     JF99 SNEV PO04  241.264   37.456   14.3  -38.2    4.2    2.6  0.0303   19.4  -48.4   -5.1   10.3    1.6    0.3  -10.4    7.3    0.0    0.0    3.7    2.6    4.5    3.8    1.2
 RCUT_GPS CMM3 SALT PO12  243.404   33.568  -17.9   22.6    1.1    1.1 -0.0230    0.3   -0.1  -18.3   22.6   -2.7   -0.6  -16.3   22.2    1.1    0.2   -0.3    0.8    0.8    1.1    0.8
 RDEC_GPS CMM3 ANZA PO23  243.068   33.468  -23.5   26.7    1.2    1.2 -0.0470    0.3   -0.1  -23.8   26.7    2.3   -3.0  -26.9   30.4   -0.1   -0.2    0.8   -0.4    0.9    1.2    0.8
 RED      JF99 ECCR PO15  236.909   39.065   10.3  -24.3    3.6    2.5 -0.1606   24.0  -42.2  -13.8   17.9   -2.7    3.5  -11.8   16.1    0.0    0.0    0.8   -1.8    1.9    2.9    0.7
 REDH_EDM CMM3 SALI PO16  239.739   35.605  -22.7   26.5    0.9    0.9 -0.0270    0.3    0.0  -23.1   26.5    7.1   -5.0  -31.0   33.7    0.9   -0.3   -0.1   -1.9    1.9    0.9    2.2
 REDH_GPS CMM3 SALI PO16  239.739   35.605  -23.2   26.9    0.8    0.9 -0.0570    0.3    0.0  -23.6   26.9    7.1   -5.0  -31.0   33.7    0.9   -0.3   -0.6   -1.5    1.6    0.8    1.9
 RELA     RB03 EBNR PO13  243.446   36.715   -3.4    0.9    0.9    0.9  0.1035    0.2   -0.3   -3.6    1.2   -0.5    0.9   -2.7    0.5    0.0    0.0   -0.4   -0.2    0.4    1.0    0.5
*RELA     WUSC EBNR PO13  243.446   36.715   -4.5   -0.6    2.4    2.7  0.0246    0.7   -0.1   -5.2   -0.6   -0.5    0.9   -2.7    0.5    0.0    0.0   -1.9   -2.0    2.8    2.6    1.1
*REPO     RB03 EBNR PO13  243.532   36.840    3.1    0.6    0.7    0.6  0.0621    0.2   -0.3    2.9    0.9   -0.5    0.8   -2.7    0.6    0.0    0.0    6.1   -0.5    6.2    0.6    9.5
*REPO     WUSC EBNR PO13  243.532   36.840   -3.4    0.0    1.1    1.2 -0.0086    0.7   -0.1   -4.1    0.0   -0.5    0.8   -2.7    0.6    0.0    0.0   -0.9   -1.4    1.6    1.1    1.4
 RESE_GPS CMM3 VENT PO19  241.512   34.292  -24.0   24.2    0.9    0.9 -0.0530    0.3    0.0  -24.3   24.3    2.1   -3.0  -29.6   30.9    0.8   -2.3    2.4   -1.3    2.7    0.9    2.9
*REY      JF99 ECCR PO15  236.658   39.461    3.2  -24.6    3.2    2.3  0.0142   24.7  -41.8  -21.5   17.2   -2.1    2.6  -11.6   16.2    0.0    0.0   -7.8   -1.6    8.0    3.2    2.5
 REYE_EDM CMM3 VENT PO19  240.718   34.631  -27.9   23.4    1.0    1.0  0.0540    0.3    0.0  -28.2   23.5    2.3   -4.5  -29.3   31.7   -1.2   -2.0   -0.1   -1.7    1.7    1.0    1.8
 RFWM     MC01 EBNR PO13  243.525   36.397   -1.2    0.6    0.5    0.5 -0.0010    1.9   -0.7   -3.2    1.3   -0.7    1.0   -2.6    0.6    0.0    0.0    0.1   -0.3    0.3    0.5    0.6
*RHCL     WUSC WBAJ PO18  241.974   34.019  -19.9   27.4    2.3    2.4  0.0376    0.7   -0.1  -20.6   27.5    2.2   -4.5  -28.1   30.8    0.0    0.0    5.2    1.2    5.4    2.4    2.3
 RHCL_GPS CMM3 WBAJ PO18  241.974   34.019  -25.5   26.0    1.1    1.1 -0.0410    0.3   -0.1  -25.9   26.0    2.2   -4.5  -28.1   30.8    0.0    0.0    0.0   -0.2    0.3    1.1    0.2
 RIC1     ITRF NOAM PO01  282.570   37.538  -14.1    2.3    2.3    2.6  0.2866  -14.5    2.1    0.4    0.2    0.0    0.0    0.0    0.0    0.0    0.0    0.4    0.2    0.5    2.6    0.2
 RICA     WUSC NOAM PO01  279.614   25.625   -0.2    1.7    0.8    0.8  0.0410    0.8    0.0   -0.9    1.7    0.0    0.0    0.0    0.0    0.0    0.0   -0.9    1.7    1.9    0.8    2.5
 RICM_GPS CMM3 NOAM PO01  279.616   25.614    0.5   -0.3    0.8    0.8  0.0090    0.3   -0.2    0.2   -0.1    0.0    0.0    0.0    0.0    0.0    0.0    0.2   -0.1    0.3    0.8    0.3
 RICU_EDM CMM3 MOJA PO11  243.531   34.264   -6.6   11.4    3.3    1.9  0.6050    0.3   -0.1   -6.9   11.5    0.1    1.6   -9.6   12.2   -1.0    0.1    3.6   -2.5    4.4    2.2    2.0
 RITA     MC01 INYO PO24  241.899   36.914   -6.3    5.1    0.5    0.5 -0.0060    1.8   -0.9   -8.1    6.1   -2.5    1.5   -4.9    4.7    0.0    0.0   -0.8   -0.1    0.8    0.5    1.6
 RITA_GPS CMM3 INYO PO24  241.899   36.914   -8.2    6.1    0.9    0.9 -0.0350    0.3    0.0   -8.5    6.1   -2.5    1.5   -4.9    4.7    0.0    0.0   -1.1   -0.1    1.1    0.9    1.3
 RLOV     DXB2 WBAJ PO18  243.370   32.120  -30.2   30.5    1.5    1.0  0.0000   -0.1   -0.5  -30.1   30.9    1.4    1.0  -30.8   29.2    0.0    0.0   -0.8    0.7    1.0    1.3    0.8
 RMRD_GLA CMM3 SALT PO12  243.669   33.817   -9.3   15.1    1.4    1.4 -0.0150    0.3   -0.1   -9.7   15.1    5.1   -8.7  -16.2   22.1    0.0   -1.1    1.4    2.8    3.1    1.4    2.3
*RMRD_GPS CMM3 SALT PO12  243.669   33.817   -5.6   22.0    3.8    2.9 -0.0680    0.3   -0.1   -5.9   22.1    5.1   -8.7  -16.2   22.1    0.0   -1.1    5.1    9.7   11.0    3.0    3.7
 ROBO     WUSC SALT PO12  243.939   33.441  -11.3   17.3    1.2    1.2  0.0088    0.7   -0.1  -12.1   17.4    0.9   -4.7  -16.2   22.1    1.9   -1.8    1.4    1.7    2.2    1.2    1.8
 ROBO_GPS CMM3 SALT PO12  243.939   33.441  -11.4   16.6    1.1    1.1 -0.0300    0.3   -0.1  -11.8   16.6    0.9   -4.7  -16.2   22.1    1.9   -1.8    1.6    1.0    1.9    1.0    1.8
 ROCH     ITRF SALT PO12  243.390   33.611  -29.4    8.5    1.7    1.4 -0.3690  -11.4  -12.2  -18.0   20.7   -2.1   -1.0  -16.3   22.2    0.9    0.2   -0.5   -0.8    0.9    1.2    0.8
 ROCH     WUSC SALT PO12  243.390   33.611  -17.5   21.5    0.8    0.8 -0.1458    0.7   -0.1  -18.2   21.5   -2.1   -1.0  -16.3   22.2    0.9    0.2   -0.7    0.1    0.7    0.8    0.8
 ROCH_GLA CMM3 SALT PO12  243.390   33.611  -17.5   22.3    0.8    0.8 -0.0670    0.3   -0.1  -17.8   22.3   -2.1   -1.0  -16.3   22.2    0.9    0.2   -0.3    0.9    0.9    0.8    1.1
 ROCH_GPS CMM3 SALT PO12  243.390   33.611  -17.4   21.1    1.6    1.6 -0.0230    0.3   -0.1  -17.7   21.2   -2.1   -1.0  -16.3   22.2    0.9    0.2   -0.2   -0.3    0.3    1.6    0.2
 ROCK     ITRF VENT PO19  241.324   34.236  -37.9   16.5    0.9    0.9 -0.4098  -11.3  -12.8  -26.6   29.3    1.4   -2.0  -29.7   31.1    0.8   -1.5    0.9    1.7    1.9    0.7    2.6
 ROCK     WUSC VENT PO19  241.324   34.236  -26.9   30.2    0.8    0.8 -0.1509    0.7   -0.1  -27.6   30.2    1.4   -2.0  -29.7   31.1    0.8   -1.5   -0.1    2.6    2.6    0.8    3.3
 ROCK_GPS CMM3 VENT PO19  241.324   34.236  -26.9   29.9    0.9    0.9 -0.0560    0.3    0.0  -27.2   29.9    1.4   -2.0  -29.7   31.1    0.8   -1.5    0.3    2.3    2.3    0.9    2.6
 ROGE     RB03 PANA PO25  242.915   36.218   -5.0    4.0    1.0    0.9  0.0988    0.2   -0.3   -5.2    4.3   -1.0    1.2   -4.0    2.7    0.0    0.0   -0.2    0.4    0.4    0.9    0.5
*ROGE     WUSC PANA PO25  242.915   36.218   -4.9    6.6    2.5    2.4  0.0583    0.7   -0.1   -5.5    6.6   -1.0    1.2   -4.0    2.7    0.0    0.0   -0.5    2.7    2.7    2.4    1.1
 ROSA_GLA CMM3 WBAJ PO18  242.811   33.505  -24.8   27.8    1.2    1.1 -0.0280    0.3   -0.1  -25.1   27.9    3.0   -2.0  -28.7   29.8    0.0    0.0    0.5    0.1    0.5    1.2    0.4
*ROUN_GPS CMM3 SNEV PO04  241.523   35.642  -18.1    9.4    2.5    2.3  0.0350    0.3    0.0  -18.5    9.5   -0.1    2.8  -11.7    7.2    0.0    0.0   -6.7   -0.5    6.7    2.5    2.7
 RSPG_GPS CMM3 SNEV PO04  241.330   35.138  -13.6   13.0    1.0    1.1 -0.0430    0.3    0.0  -14.0   13.0   -0.8    6.3  -12.0    7.3    0.0    0.0   -1.1   -0.5    1.2    1.0    1.2
 RSRT_GPS CMM3 SALT PO12  243.608   33.688  -12.3   17.2    1.0    1.0 -0.0570    0.3   -0.1  -12.6   17.3    1.2   -4.6  -16.2   22.2    0.6   -0.7    1.8    0.4    1.8    1.0    1.9
 RSTP_GPS CMM3 MOJA PO11  241.807   34.875  -12.6   15.8    1.1    1.1 -0.0320    0.3    0.0  -12.9   15.8   -2.9    4.0  -10.0   11.6    0.5   -0.4   -0.5    0.6    0.8    1.1    0.7
 RTHS_GPS CMM3 ANZA PO23  242.647   34.089  -21.4   21.9    1.0    1.0 -0.0460    0.3   -0.1  -21.8   21.9    5.6   -7.8  -26.3   30.7   -0.1   -1.2   -1.1    0.2    1.1    1.0    1.1
 RTOP_EDM CMM3 ANZA PO23  243.089   33.524  -24.0   26.5    1.0    1.4  0.0650    0.3   -0.1  -24.4   26.6    2.9   -3.4  -26.8   30.4   -0.1   -0.3   -0.4   -0.2    0.4    1.1    0.4
 RUBY     RB03 EBNR PO13  244.877   40.617   -2.6    0.3    0.5    0.5  0.0322    0.1   -0.3   -2.7    0.6    0.1    0.2   -3.7    0.9    0.0    0.0    0.9   -0.5    1.0    0.5    2.0
 RUBY     WUSC EBNR PO13  244.877   40.617   -2.7    1.2    0.8    0.8 -0.0683    0.6   -0.1   -3.3    1.3    0.1    0.2   -3.7    0.9    0.0    0.0    0.3    0.2    0.4    0.8    0.5
 RUS1_GPS CMM3 PACI PO02  239.373   34.571  -29.3   36.2    1.3    1.2 -0.0310    0.3    0.0  -29.7   36.3   -0.1   -2.8  -31.7   38.2    0.0    0.0    2.1    0.9    2.3    1.3    1.8
 RVAL_GPS CMM3 EBNR PO13  244.598   35.142   -2.1   -0.2    0.8    0.9 -0.0500    0.3   -0.1   -2.5   -0.1   -0.3    0.4   -2.3    0.8    0.0    0.0    0.1   -1.3    1.3    0.9    1.5
 RYAN     RB03 EBNR PO13  243.350   36.316   -3.5    1.8    0.9    0.8  0.1002    0.2   -0.3   -3.7    2.1   -0.9    1.2   -2.6    0.5    0.0    0.0   -0.2    0.3    0.4    0.8    0.5
*RYAN     WUSC EBNR PO13  243.350   36.316   -4.7    3.3    2.2    2.2  0.0417    0.7   -0.1   -5.4    3.4   -0.9    1.2   -2.6    0.5    0.0    0.0   -1.9    1.6    2.5    2.1    1.2
 RYAN_GPS CMM3 EBNR PO13  243.350   36.316   -3.4    0.8    1.0    1.0 -0.0290    0.3   -0.1   -3.7    0.9   -0.9    1.2   -2.6    0.5    0.0    0.0   -0.2   -0.9    0.9    1.0    0.9
 S300     BARD SNEV PO04  238.442   37.667   -8.6   10.4    1.4    1.4 -0.0030    2.3    0.1  -10.8   10.3   -0.8    0.9  -10.5    8.6    0.0    0.0    0.4    0.9    1.0    1.4    0.7
 S300     RB03 SNEV PO04  238.442   37.667  -11.0    8.5    1.6    1.4  0.0764    0.2   -0.4  -11.2    8.9   -0.8    0.9  -10.5    8.6    0.0    0.0    0.1   -0.5    0.5    1.4    0.4
 S_31_GPS CMM3 SMOJ PO01  244.230   33.427   -7.7    8.0    1.3    1.3  0.0080    0.3   -0.1   -8.1    8.0   -7.5    8.0    0.0    0.0    0.0    0.0   -0.6    0.0    0.6    1.3    0.4
 SAEC_EDM CMM3 SGAB PO10  241.439   34.693  -19.4   20.1    0.9    0.9 -0.0310    0.3    0.0  -19.8   20.2    7.7   -8.4  -28.7   26.9    0.3    1.5    0.9    0.2    0.9    0.9    1.1
*SAGE     JF99 WEBR PO20  239.961   39.791   17.4  -35.9    3.1    2.3 -0.0181   23.6  -46.6   -6.3   10.7    0.0    0.3   -6.3    5.4   -1.0   -0.4    1.0    5.3    5.4    2.3    2.4
 SAIS     DXB2 CATA PO05  243.780   31.190  -29.9   31.2    4.6    1.3  0.0000    0.1   -0.4  -30.0   31.7   -0.4   -2.1  -30.4   35.1    0.0    0.0    0.9   -1.3    1.6    2.8    0.6
 SAL0_EDM CMM3 SALI PO16  240.098   35.133  -25.9   28.3    1.3    1.4 -0.0070    0.3    0.0  -26.2   28.3    4.2   -4.3  -32.0   33.2    1.8   -1.5   -0.2    0.9    0.9    1.4    0.7
 SAL1     ITRF NOAM PO01  265.183   35.367  -12.9   -6.8    1.6    1.7 -0.0987  -13.7   -4.5    0.8   -2.3    0.0    0.0    0.0    0.0    0.0    0.0    0.8   -2.3    2.4    1.7    1.4
 SALD     DXB2 EBAJ PO21  244.610   31.770  -27.5   28.2    2.1    1.2  0.0000    0.0   -0.3  -27.4   28.5    0.9   -2.4  -28.7   31.5    0.0    0.0    0.3   -0.6    0.7    1.5    0.4
 SALI_EDM CMM3 SALI PO16  240.286   34.823  -28.1   29.2    0.9    1.1 -0.0530    0.3    0.0  -28.4   29.2    1.9   -2.7  -32.6   32.9    2.2   -2.2    0.1    1.3    1.3    1.1    1.2
 SALI_GPS CMM3 SALI PO16  240.286   34.823  -28.0   29.2    0.9    0.9 -0.0570    0.3    0.0  -28.4   29.3    1.9   -2.7  -32.6   32.9    2.2   -2.2    0.2    1.3    1.4    0.9    1.5
 SALT_EDM CMM3 SMOJ PO01  244.184   33.431   -7.7    8.4    1.0    1.1 -0.0350    0.3   -0.1   -8.1    8.5   -8.6    9.3    0.0    0.0    0.0    0.0    0.5   -0.8    0.9    1.1    0.9
 SALT_GPS CMM3 SMOJ PO01  244.184   33.431   -9.3    8.2    1.0    1.1 -0.0340    0.3   -0.1   -9.6    8.3   -8.6    9.3    0.0    0.0    0.0    0.0   -1.1   -1.0    1.5    1.0    1.4
 SALV_EDM CMM3 NOAM PO01  244.738   33.234   -1.6   -0.5    1.1    1.7  0.2040    0.3   -0.1   -2.0   -0.4   -3.3    1.6    0.0    0.0    0.0    0.0    1.3   -2.0    2.4    1.4    1.7
 SAN1_GLA CMM3 WBAJ PO18  242.465   33.709  -24.8   26.4    1.1    1.1 -0.0430    0.3   -0.1  -25.2   26.4    2.7   -2.8  -28.4   30.2    0.0    0.0    0.6   -1.0    1.2    1.1    1.0
 SAN1_GPS CMM3 WBAJ PO18  242.465   33.709  -25.2   28.2    1.3    1.4 -0.0160    0.3   -0.1  -25.6   28.2    2.7   -2.8  -28.4   30.2    0.0    0.0    0.2    0.8    0.8    1.4    0.6
 SAND     MC01 PANA PO25  242.551   37.019   -1.7    2.7    1.3    1.4 -0.0150    1.8   -0.9   -3.5    3.6   -0.8   -0.1   -3.0    3.1    0.0    0.0    0.4    0.6    0.7    1.4    0.5
*SAND_EDM CMM3 EMOJ PO26  243.721   34.255   -3.5   12.3    3.2    1.3  0.0610    0.3   -0.1   -3.9   12.4    0.4    1.5   -6.6    3.9    0.0    0.0    2.4    7.0    7.4    1.6    4.6
*SAND_GLA CMM3 EMOJ PO26  243.721   34.255   -1.1    5.4    1.0    1.0 -0.0340    0.3   -0.1   -1.5    5.4    0.4    1.5   -6.6    3.9    0.0    0.0    4.7    0.0    4.7    1.0    4.8
